Date,Alert Name,Asset,Instance,Job,Group,Severity,Vital,CPU Core,Memory Total,Total Disk Size,Volume,Free,Used
11:November:2025 13:10:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,P:,1.46 TB,1.46 TB
11:November:2025 13:15:51,Critical 90% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,596.16 GB,5.24 TB
11:November:2025 13:15:57,Critical 50% - Disk,CA,172.16.1.69,Optimum,Optimum,Critical,Disk,8 Core,,899.98 GB,G:,449.99 GB,449.99 GB
11:November:2025 13:20:19,Critical 50% - Disk,CA,192.168.15.112,alertmanager,Pre-Trade-Team,Critical,Disk,8 Core,,178.58 GB,/,89.29 GB,89.29 GB
11:November:2025 13:22:49,Critical 50% - Disk,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,Disk,40 Core,,1.75 TB,F:,893.94 GB,893.94 GB
11:November:2025 13:24:29,Critical 50% - Disk,CA,172.16.0.166,Smc,DBA-Team,Critical,Disk,16 Core,,2.00 TB,E:,1.00 TB,1.00 TB
11:November:2025 13:25:19,Critical 50% - Disk,CA,192.168.15.125,alertmanager,Pre-Trade-Team,Critical,Disk,16 Core,,88.03 GB,/,44.01 GB,44.01 GB
11:November:2025 13:25:30,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,894.25 GB,F:,447.12 GB,447.12 GB
11:November:2025 13:25:50,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,D:,"79.08GB
Server Details",50.00%
11:November:2025 13:25:55,Critical 50% - Disk,CA,172.16.1.122,SMC,Middleware,Critical,Disk,8 Core,,145.37 GB,/,43.77 GB,101.60 GB
11:November:2025 13:30:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,199.50 GB,C:,99.75 GB,99.75 GB
11:November:2025 13:30:25,Critical 50% - Disk,CA,172.16.0.177,SMC,EKYC,Critical,Disk,24 Core,,1.50 TB,D:,767.99 GB,767.99 GB
11:November:2025 13:30:42,Critical 90% - Disk,CA,172.16.1.104,Linux_Servers,Infra-Team,Critical,Disk,8 Core,,224.30 GB,/,22.43 GB,201.87 GB
11:November:2025 13:30:50,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,E:,"90.36GB
Server Details",50.00%
11:November:2025 13:30:52,Critical 90% - Disk,CA,172.16.1.144,Middleware,Middleware,Critical,Disk,4 Core,,80.15 GB,/,8.02 GB,72.14 GB
11:November:2025 13:33:33,Critical 50% - Disk,CA,172.16.2.98,SMC-Backofice-Class-APP-Live,BackOffice,Critical,Disk,12 Core,,206.43 GB,C:,103.21 GB,103.21 GB
11:November:2025 13:33:33,Critical 50% - Disk,CA,172.16.2.98,SMC-Backofice-Class-APP-Live,BackOffice,Critical,Disk,12 Core,,292.97 GB,D:,146.48 GB,146.48 GB
11:November:2025 13:34:29,Critical 50% - Disk,CA,172.16.0.166,Smc,DBA-Team,Critical,Disk,16 Core,,5.50 TB,F:,2.75 TB,2.75 TB
11:November:2025 13:35:30,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,1.45 TB,I:,744.94 GB,744.94 GB
11:November:2025 13:35:57,Critical 50% - Disk,CA,172.16.1.69,Optimum,Optimum,Critical,Disk,8 Core,,999.98 GB,H:,499.99 GB,499.99 GB
11:November:2025 13:35:57,Critical 50% - Disk,CA,172.16.1.69,Optimum,Optimum,Critical,Disk,8 Core,,699.98 GB,E:,349.99 GB,349.99 GB
11:November:2025 13:36:00,Critical 50% - Disk,CA,172.16.0.130,Axel,DBA-Team,Critical,Disk,16 Core,,499.98 GB,D:,249.99 GB,249.99 GB
11:November:2025 13:36:03,Critical 50% - Disk,CA,172.16.0.189,Fund-Allocation_Backup,BackOffice,Critical,Disk,8 Core,,149.98 GB,D:,74.99 GB,74.99 GB
11:November:2025 13:38:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,O:,1.46 TB,1.46 TB
11:November:2025 13:39:29,Critical 50% - Disk,CA,172.16.0.166,Smc,DBA-Team,Critical,Disk,16 Core,,2.00 TB,H:,1.00 TB,1.00 TB
11:November:2025 13:40:15,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,O:,1.46 TB,1.46 TB
11:November:2025 13:40:30,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,700.39 GB,D:,350.19 GB,350.19 GB
11:November:2025 13:40:47,Critical 90% - Disk,CA,172.16.12.100,File,Infra-Team-File,Critical,Disk,N/A,,N/A,E:,"90.54GB 
  ServerDetails",90.00%
11:November:2025 13:40:50,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,C:,"68.51GB
Server Details",50.00%
11:November:2025 13:40:50,Critical 50% - Disk,CA,172.16.1.104,Linux_Servers,Infra-Team,Critical,Disk,8 Core,,224.30 GB,/,112.15 GB,112.15 GB
11:November:2025 13:45:58,Critical 90% - Disk,CA,172.16.0.109,SMC-Focus,BackOffice,Critical,Disk,8 Core,,156.15 GB,C:,15.62 GB,140.54 GB
11:November:2025 13:50:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,S:,1.46 TB,1.46 TB
11:November:2025 13:50:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,E:,2.91 TB,2.91 TB
11:November:2025 13:50:49,Critical 50% - Disk,CA,172.16.0.204,SMC-Backofice-Class-APP-Live,BackOffice,Critical,Disk,24 Core,,292.97 GB,D:,146.48 GB,146.48 GB
11:November:2025 13:52:59,Critical 50% - Disk,CA,172.16.0.116,PMLA,DBA-Team,Critical,Disk,40 Core,,1.75 TB,E:,893.87 GB,893.87 GB
11:November:2025 13:52:59,Critical 50% - Disk,CA,172.16.0.116,PMLA,DBA-Team,Critical,Disk,40 Core,,684.76 GB,D:,342.38 GB,342.38 GB
11:November:2025 13:53:44,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,Q:,1.46 TB,1.46 TB
11:November:2025 13:55:15,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,2.91 TB,2.91 TB
11:November:2025 13:55:15,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,H:,1.46 TB,1.46 TB
11:November:2025 13:55:21,Critical 90% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,596.16 GB,5.24 TB
11:November:2025 14:00:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,J:,1.46 TB,1.46 TB
11:November:2025 14:00:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,2.91 TB,2.91 TB
11:November:2025 14:00:15,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,J:,1.46 TB,1.46 TB
11:November:2025 14:00:30,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,192.81 GB,C:,96.40 GB,96.40 GB
11:November:2025 14:04:41,Critical 90% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,E:,"90.36GB 
  ServerDetails",90.00%
11:November:2025 14:04:57,Critical 90% - Disk,CA,172.16.1.104,Optimum-APIs-Srvr,Infra-Team,Critical,Disk,8 Core,,224.30 GB,/,22.43 GB,201.87 GB
11:November:2025 14:05:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,Q:,1.46 TB,1.46 TB
11:November:2025 14:05:49,Critical 50% - Disk,CA,172.16.0.59,SMC,BackOffice,Critical,Disk,N/A,,N/A,C:,"78.03GB
Server Details",50.00%
11:November:2025 14:05:49,Critical 50% - Disk,CA,172.16.0.204,SMC-Backofice-Class-APP-Live,BackOffice,Critical,Disk,24 Core,,206.43 GB,C:,103.21 GB,103.21 GB
11:November:2025 14:05:56,Critical 90% - Memory,CA,172.16.0.245,Falcon,Infra-Team,Critical,Memory,N/A,N/A,,,N/A,90.90%
11:November:2025 14:08:04,Critical 50% - Disk,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,Disk,40 Core,,692.75 GB,D:,346.37 GB,346.37 GB
11:November:2025 14:08:33,Critical 50% - Disk,CA,172.16.0.170,SMC,BackOffice,Critical,Disk,12 Core,,112.37 GB,C:,56.19 GB,56.19 GB
11:November:2025 14:09:11,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,17.50 GB,174.41 GB
11:November:2025 14:09:49,Critical 50% - Disk,CA,172.16.1.104,Optimum-APIs-Srvr,Infra-Team,Critical,Disk,8 Core,,224.30 GB,/,112.15 GB,112.15 GB
11:November:2025 14:10:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,P:,1.46 TB,1.46 TB
11:November:2025 14:15:19,Critical 50% - Disk,CA,192.168.15.112,alertmanager,Pre-Trade-Team,Critical,Disk,8 Core,,178.58 GB,/,89.29 GB,89.29 GB
11:November:2025 14:15:51,Critical 90% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,596.16 GB,5.24 TB
11:November:2025 14:15:56,Critical 90% - Memory,CA,172.16.0.245,Falcon,Infra-Team,Critical,Memory,N/A,N/A,,,N/A,94.95%
11:November:2025 14:15:57,Critical 50% - Disk,CA,172.16.1.69,Optimum,Optimum,Critical,Disk,8 Core,,899.98 GB,G:,449.99 GB,449.99 GB
11:November:2025 14:17:11,Critical 90% - Memory,CA,172.16.0.245,Falcon,Infra-Team,Critical,Memory,N/A,N/A,,,N/A,93.44%
11:November:2025 14:17:32,Critical 50% - Disk,CA,192.168.15.112,alertmanager,Pre-Trade-Team,Critical,Disk,8 Core,,178.58 GB,/,89.29 GB,89.29 GB
11:November:2025 14:21:13,Critical 90% - Disk,CA,192.168.15.112,In-house,Pre-Trade-Team,Critical,Disk,8 Core,,178.58 GB,/,17.86 GB,160.72 GB
11:November:2025 14:22:49,Critical 50% - Disk,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,Disk,40 Core,,1.75 TB,F:,893.94 GB,893.94 GB
11:November:2025 14:24:29,Critical 50% - Disk,CA,172.16.0.166,Smc,DBA-Team,Critical,Disk,16 Core,,2.00 TB,E:,1.00 TB,1.00 TB
11:November:2025 14:25:19,Critical 50% - Disk,CA,192.168.15.125,alertmanager,Pre-Trade-Team,Critical,Disk,16 Core,,88.03 GB,/,44.01 GB,44.01 GB
11:November:2025 14:25:30,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,894.25 GB,F:,447.12 GB,447.12 GB
11:November:2025 14:25:50,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,D:,"79.08GB
Server Details",50.00%
11:November:2025 14:25:55,Critical 50% - Disk,CA,172.16.1.122,SMC,Middleware,Critical,Disk,8 Core,,145.37 GB,/,43.77 GB,101.60 GB
11:November:2025 14:27:11,Critical 90% - Memory,CA,172.16.0.245,Falcon,Infra-Team,Critical,Memory,N/A,N/A,,,N/A,90.99%
11:November:2025 14:30:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,199.50 GB,C:,99.75 GB,99.75 GB
11:November:2025 14:30:25,Critical 50% - Disk,CA,172.16.0.177,SMC,EKYC,Critical,Disk,24 Core,,1.50 TB,D:,767.99 GB,767.99 GB
11:November:2025 14:30:42,Critical 90% - Disk,CA,172.16.1.104,Linux_Servers,Infra-Team,Critical,Disk,8 Core,,224.30 GB,/,22.43 GB,201.87 GB
11:November:2025 14:30:50,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,E:,"90.36GB
Server Details",50.00%
11:November:2025 14:30:52,Critical 90% - Disk,CA,172.16.1.144,Middleware,Middleware,Critical,Disk,4 Core,,80.15 GB,/,8.02 GB,72.14 GB
11:November:2025 14:33:33,Critical 50% - Disk,CA,172.16.2.98,SMC-Backofice-Class-APP-Live,BackOffice,Critical,Disk,12 Core,,206.43 GB,C:,103.21 GB,103.21 GB
11:November:2025 14:33:33,Critical 50% - Disk,CA,172.16.2.98,SMC-Backofice-Class-APP-Live,BackOffice,Critical,Disk,12 Core,,292.97 GB,D:,146.48 GB,146.48 GB
11:November:2025 14:34:29,Critical 50% - Disk,CA,172.16.0.166,Smc,DBA-Team,Critical,Disk,16 Core,,5.50 TB,F:,2.75 TB,2.75 TB
11:November:2025 14:35:30,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,1.45 TB,I:,744.94 GB,744.94 GB
11:November:2025 14:35:57,Critical 50% - Disk,CA,172.16.1.69,Optimum,Optimum,Critical,Disk,8 Core,,699.98 GB,E:,349.99 GB,349.99 GB
11:November:2025 14:35:57,Critical 50% - Disk,CA,172.16.1.69,Optimum,Optimum,Critical,Disk,8 Core,,999.98 GB,H:,499.99 GB,499.99 GB
11:November:2025 14:36:00,Critical 50% - Disk,CA,172.16.0.130,Axel,DBA-Team,Critical,Disk,16 Core,,499.98 GB,D:,249.99 GB,249.99 GB
11:November:2025 14:36:03,Critical 50% - Disk,CA,172.16.0.189,Fund-Allocation_Backup,BackOffice,Critical,Disk,8 Core,,149.98 GB,D:,74.99 GB,74.99 GB
11:November:2025 14:36:13,Critical 90% - Disk,CA,192.168.15.112,In-house,Pre-Trade-Team,Critical,Disk,8 Core,,178.58 GB,/,17.86 GB,160.72 GB
11:November:2025 14:38:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,O:,1.46 TB,1.46 TB
11:November:2025 14:39:29,Critical 50% - Disk,CA,172.16.0.166,Smc,DBA-Team,Critical,Disk,16 Core,,2.00 TB,H:,1.00 TB,1.00 TB
11:November:2025 14:40:15,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,O:,1.46 TB,1.46 TB
11:November:2025 14:40:30,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,700.39 GB,D:,350.19 GB,350.19 GB
11:November:2025 14:40:47,Critical 90% - Disk,CA,172.16.12.100,File,Infra-Team-File,Critical,Disk,N/A,,N/A,E:,"90.54GB 
  ServerDetails",90.00%
11:November:2025 14:40:50,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,C:,"68.5GB
Server Details",50.00%
11:November:2025 14:40:50,Critical 50% - Disk,CA,172.16.1.104,Linux_Servers,Infra-Team,Critical,Disk,8 Core,,224.30 GB,/,112.15 GB,112.15 GB
11:November:2025 14:45:58,Critical 90% - Disk,CA,172.16.0.109,SMC-Focus,BackOffice,Critical,Disk,8 Core,,156.15 GB,C:,15.62 GB,140.54 GB
11:November:2025 14:50:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,S:,1.46 TB,1.46 TB
11:November:2025 14:50:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,E:,2.91 TB,2.91 TB
11:November:2025 14:50:49,Critical 50% - Disk,CA,172.16.0.204,SMC-Backofice-Class-APP-Live,BackOffice,Critical,Disk,24 Core,,292.97 GB,D:,146.48 GB,146.48 GB
11:November:2025 14:52:59,Critical 50% - Disk,CA,172.16.0.116,PMLA,DBA-Team,Critical,Disk,40 Core,,684.76 GB,D:,342.38 GB,342.38 GB
11:November:2025 14:53:44,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,Q:,1.46 TB,1.46 TB
11:November:2025 14:55:15,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,2.91 TB,2.91 TB
11:November:2025 14:55:15,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,H:,1.46 TB,1.46 TB
11:November:2025 14:55:21,Critical 90% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,596.16 GB,5.24 TB
11:November:2025 14:57:59,Critical 50% - Disk,CA,172.16.0.116,PMLA,DBA-Team,Critical,Disk,40 Core,,1.75 TB,E:,893.87 GB,893.87 GB
11:November:2025 14:59:26,Critical 90% - Memory,CA,172.16.1.137,IDG-SMC-Redis,IDG,Critical,Memory,4 Core,31.61 GB,,,3.16 GB,28.45 GB
11:November:2025 15:00:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,J:,1.46 TB,1.46 TB
11:November:2025 15:00:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,2.91 TB,2.91 TB
11:November:2025 15:00:15,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,J:,1.46 TB,1.46 TB
11:November:2025 15:00:30,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,192.81 GB,C:,96.40 GB,96.40 GB
11:November:2025 15:04:26,Critical 90% - Memory,CA,172.16.1.137,IDG-SMC-Redis,IDG,Critical,Memory,4 Core,31.61 GB,,,3.16 GB,28.45 GB
11:November:2025 15:04:41,Critical 90% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,E:,"90.36GB 
  ServerDetails",90.00%
11:November:2025 15:04:57,Critical 90% - Disk,CA,172.16.1.104,Optimum-APIs-Srvr,Infra-Team,Critical,Disk,8 Core,,224.30 GB,/,22.43 GB,201.87 GB
11:November:2025 15:05:49,Critical 50% - Disk,CA,172.16.0.59,SMC,BackOffice,Critical,Disk,N/A,,N/A,C:,"78.03GB
Server Details",50.00%
11:November:2025 15:05:49,Critical 50% - Disk,CA,172.16.0.204,SMC-Backofice-Class-APP-Live,BackOffice,Critical,Disk,24 Core,,206.43 GB,C:,103.21 GB,103.21 GB
11:November:2025 15:08:04,Critical 50% - Disk,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,Disk,40 Core,,692.75 GB,D:,346.37 GB,346.37 GB
11:November:2025 15:08:33,Critical 50% - Disk,CA,172.16.0.170,SMC,BackOffice,Critical,Disk,12 Core,,112.37 GB,C:,56.19 GB,56.19 GB
11:November:2025 15:09:11,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,14.62 GB,177.29 GB
11:November:2025 15:09:49,Critical 50% - Disk,CA,172.16.1.104,Optimum-APIs-Srvr,Infra-Team,Critical,Disk,8 Core,,224.30 GB,/,112.15 GB,112.15 GB
11:November:2025 15:10:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,P:,1.46 TB,1.46 TB
11:November:2025 15:10:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,Q:,1.46 TB,1.46 TB
11:November:2025 15:15:51,Critical 90% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,596.16 GB,5.24 TB
11:November:2025 15:15:57,Critical 50% - Disk,CA,172.16.1.69,Optimum,Optimum,Critical,Disk,8 Core,,899.98 GB,G:,449.99 GB,449.99 GB
11:November:2025 15:17:32,Critical 50% - Disk,CA,192.168.15.112,alertmanager,Pre-Trade-Team,Critical,Disk,8 Core,,178.58 GB,/,89.29 GB,89.29 GB
11:November:2025 15:22:49,Critical 50% - Disk,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,Disk,40 Core,,1.75 TB,F:,893.94 GB,893.94 GB
11:November:2025 15:24:29,Critical 50% - Disk,CA,172.16.0.166,Smc,DBA-Team,Critical,Disk,16 Core,,2.00 TB,E:,1.00 TB,1.00 TB
11:November:2025 15:25:19,Critical 50% - Disk,CA,192.168.15.125,alertmanager,Pre-Trade-Team,Critical,Disk,16 Core,,88.03 GB,/,44.01 GB,44.01 GB
11:November:2025 15:25:30,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,894.25 GB,F:,447.12 GB,447.12 GB
11:November:2025 15:25:50,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,D:,"79.08GB
Server Details",50.00%
11:November:2025 15:25:55,Critical 50% - Disk,CA,172.16.1.122,SMC,Middleware,Critical,Disk,8 Core,,145.37 GB,/,43.77 GB,101.60 GB
11:November:2025 15:30:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,199.50 GB,C:,99.75 GB,99.75 GB
11:November:2025 15:30:25,Critical 50% - Disk,CA,172.16.0.177,SMC,EKYC,Critical,Disk,24 Core,,1.50 TB,D:,767.99 GB,767.99 GB
11:November:2025 15:30:42,Critical 90% - Disk,CA,172.16.1.104,Linux_Servers,Infra-Team,Critical,Disk,8 Core,,224.30 GB,/,22.43 GB,201.87 GB
11:November:2025 15:30:50,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,E:,"90.36GB
Server Details",50.00%
11:November:2025 15:30:52,Critical 90% - Disk,CA,172.16.1.144,Middleware,Middleware,Critical,Disk,4 Core,,80.15 GB,/,8.02 GB,72.14 GB
11:November:2025 15:33:33,Critical 50% - Disk,CA,172.16.2.98,SMC-Backofice-Class-APP-Live,BackOffice,Critical,Disk,12 Core,,292.97 GB,D:,146.48 GB,146.48 GB
11:November:2025 15:33:33,Critical 50% - Disk,CA,172.16.2.98,SMC-Backofice-Class-APP-Live,BackOffice,Critical,Disk,12 Core,,206.43 GB,C:,103.21 GB,103.21 GB
11:November:2025 15:34:29,Critical 50% - Disk,CA,172.16.0.166,Smc,DBA-Team,Critical,Disk,16 Core,,5.50 TB,F:,2.75 TB,2.75 TB
11:November:2025 15:35:30,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,1.45 TB,I:,744.94 GB,744.94 GB
11:November:2025 15:35:57,Critical 50% - Disk,CA,172.16.1.69,Optimum,Optimum,Critical,Disk,8 Core,,699.98 GB,E:,349.99 GB,349.99 GB
11:November:2025 15:36:00,Critical 50% - Disk,CA,172.16.0.130,Axel,DBA-Team,Critical,Disk,16 Core,,499.98 GB,D:,249.99 GB,249.99 GB
11:November:2025 15:36:03,Critical 50% - Disk,CA,172.16.0.189,Fund-Allocation_Backup,BackOffice,Critical,Disk,8 Core,,149.98 GB,D:,74.99 GB,74.99 GB
11:November:2025 15:38:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,O:,1.46 TB,1.46 TB
11:November:2025 15:39:29,Critical 50% - Disk,CA,172.16.0.166,Smc,DBA-Team,Critical,Disk,16 Core,,2.00 TB,H:,1.00 TB,1.00 TB
11:November:2025 15:40:15,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,O:,1.46 TB,1.46 TB
11:November:2025 15:40:30,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,700.39 GB,D:,350.19 GB,350.19 GB
11:November:2025 15:40:47,Critical 90% - Disk,CA,172.16.12.100,File,Infra-Team-File,Critical,Disk,N/A,,N/A,E:,"90.54GB 
  ServerDetails",90.00%
11:November:2025 15:40:50,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,C:,"68.56GB
Server Details",50.00%
11:November:2025 15:40:50,Critical 50% - Disk,CA,172.16.1.104,Linux_Servers,Infra-Team,Critical,Disk,8 Core,,224.30 GB,/,112.15 GB,112.15 GB
11:November:2025 15:40:57,Critical 50% - Disk,CA,172.16.1.69,Optimum,Optimum,Critical,Disk,8 Core,,999.98 GB,H:,499.99 GB,499.99 GB
11:November:2025 15:45:58,Critical 90% - Disk,CA,172.16.0.109,SMC-Focus,BackOffice,Critical,Disk,8 Core,,156.15 GB,C:,15.62 GB,140.54 GB
11:November:2025 15:50:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,S:,1.46 TB,1.46 TB
11:November:2025 15:50:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,E:,2.91 TB,2.91 TB
11:November:2025 15:50:49,Critical 50% - Disk,CA,172.16.0.204,SMC-Backofice-Class-APP-Live,BackOffice,Critical,Disk,24 Core,,292.97 GB,D:,146.48 GB,146.48 GB
11:November:2025 15:52:59,Critical 50% - Disk,CA,172.16.0.116,PMLA,DBA-Team,Critical,Disk,40 Core,,684.76 GB,D:,342.38 GB,342.38 GB
11:November:2025 15:53:44,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,Q:,1.46 TB,1.46 TB
11:November:2025 15:55:15,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,2.91 TB,2.91 TB
11:November:2025 15:55:15,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,H:,1.46 TB,1.46 TB
11:November:2025 15:55:21,Critical 90% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,596.16 GB,5.24 TB
11:November:2025 15:57:59,Critical 50% - Disk,CA,172.16.0.116,PMLA,DBA-Team,Critical,Disk,40 Core,,1.75 TB,E:,893.87 GB,893.87 GB
11:November:2025 16:00:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,J:,1.46 TB,1.46 TB
11:November:2025 16:00:15,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,J:,1.46 TB,1.46 TB
11:November:2025 16:00:15,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,2.91 TB,2.91 TB
11:November:2025 16:00:30,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,192.81 GB,C:,96.40 GB,96.40 GB
11:November:2025 16:04:41,Critical 90% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,E:,"90.36GB 
  ServerDetails",90.00%
11:November:2025 16:04:57,Critical 90% - Disk,CA,172.16.1.104,Optimum-APIs-Srvr,Infra-Team,Critical,Disk,8 Core,,224.30 GB,/,22.43 GB,201.87 GB
