Date,Alert Name,Asset,Instance,Job,Group,Severity,Vital,CPU Core,Memory Total,Total Disk Size,Volume,Free,Used,Summary,Description
25:July:2026 04:13:09,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,76.79 GB,373.07 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 82.93%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
25:July:2026 04:18:38,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 65%,Disk,24 Core,94.24 GB,449.86 GB,/home,157.45 GB,292.41 GB,"LinuxServerRootDiskSpace Usage 65% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 35% left)
  Available = 16.15GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
25:July:2026 04:33:09,LinuxServerRootDiskSpace,CA,192.168.1.173,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,8 Core,31.24 GB,299.85 GB,/home,144.35 GB,155.50 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.173, Mountpoint: /home","Disk usage is above 50%
Used = 51.86%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.173 job:Stoxkart-RupeeSeed mountpoint:/home]"
25:July:2026 04:33:09,WindowsServerDiskSpaceUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 50%,Disk,36 Core,64.00 GB,600.00 GB,D:,288.30 GB,311.70 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.225, Drive: D:","Disk usage is above 50%
Used = 51.95%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS volume:D:]"
25:July:2026 04:34:51,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 50%,Disk,16 Core,64.00 GB,299.98 GB,F:,141.65 GB,158.33 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is above 50%
Used = 52.78%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
25:July:2026 04:37:08,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 80%,Disk,24 Core,94.24 GB,449.86 GB,/home,89.97 GB,359.89 GB,"LinuxServerRootDiskSpace Usage 80% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 20% left)
  Available = 14.84GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
25:July:2026 04:43:08,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Warning 60%,Disk,24 Core,94.24 GB,449.86 GB,/home,179.94 GB,269.91 GB,"LinuxServerRootDiskSpace Usage 60% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 40% left)
  Available = 13.95GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
25:July:2026 04:48:09,WindowsServerDiskSpaceUsage,CA,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical 50%,Disk,24 Core,64.00 GB,600.00 GB,D:,271.86 GB,328.14 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.158, Drive: D:","Disk usage is above 50%
Used = 54.69%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.176.158 job:LAMA-Stoxkart-XTS volume:D:]"
25:July:2026 05:06:14,WindowsServerDiskSpaceUsage,CA,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,146.48 GB,146.48 GB,"Windows Server Disk Space Usage 50% - Group: Product-team, Instance: 192.168.1.161, Drive: D:","Disk usage is more than 50%
Free Space = 52.87GB
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect volume:D:]"
25:July:2026 05:13:09,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,23.12 GB,40.88 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 63.88%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
25:July:2026 05:13:09,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,48.72 GB,401.14 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 89.17%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
25:July:2026 05:18:38,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 65%,Disk,24 Core,94.24 GB,449.86 GB,/home,157.45 GB,292.41 GB,"LinuxServerRootDiskSpace Usage 65% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 35% left)
  Available = 10.22GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
25:July:2026 05:30:43,InstanceDown,CA,192.168.1.141,Rupeeseed-DB-server,LAMA,Critical - Instance Down,Stoxkart-Moneywise,16 Core,94.24 GB,99.95 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.141",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.141 job:Rupeeseed-DB-server]  GroupName = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.141 job:Rupeeseed-DB-server] has been down for more than 1 minutes.
25:July:2026 05:30:43,InstanceDown,CA,192.168.1.171,Rupeeseed-DB-server,LAMA,Critical - Instance Down,Stoxkart-Moneywise,16 Core,109.99 GB,99.95 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.171",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.171 job:Rupeeseed-DB-server]  GroupName = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.171 job:Rupeeseed-DB-server] has been down for more than 1 minutes.
25:July:2026 05:30:43,InstanceDown,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical - Instance Down,Stoxkart,24 Core,94.24 GB,449.86 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.172",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed] has been down for more than 1 minutes.
25:July:2026 05:30:43,InstanceDown,CA,192.168.176.154,Stoxkart-RupeeSeed-DR,LAMA,Critical - Instance Down,Stoxkart,24 Core,78.49 GB,299.85 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.176.154",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR] has been down for more than 1 minutes.
25:July:2026 05:32:08,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 80%,Disk,24 Core,94.24 GB,449.86 GB,/home,89.97 GB,359.89 GB,"LinuxServerRootDiskSpace Usage 80% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 20% left)
  Available = 8.94GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
25:July:2026 05:33:08,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Warning 60%,Disk,24 Core,94.24 GB,449.86 GB,/home,179.94 GB,269.91 GB,"LinuxServerRootDiskSpace Usage 60% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 40% left)
  Available = 8.94GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
25:July:2026 05:33:09,LinuxServerRootDiskSpace,CA,192.168.1.173,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,8 Core,31.24 GB,299.85 GB,/home,144.35 GB,155.50 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.173, Mountpoint: /home","Disk usage is above 50%
Used = 51.86%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.173 job:Stoxkart-RupeeSeed mountpoint:/home]"
25:July:2026 05:33:09,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,40.22 GB,409.64 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 91.06%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
25:July:2026 05:33:38,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 65%,Disk,24 Core,94.24 GB,449.86 GB,/home,157.45 GB,292.41 GB,"LinuxServerRootDiskSpace Usage 65% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 35% left)
  Available = 8.94GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
25:July:2026 05:34:21,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,59.07 GB,390.79 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 86.87%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
25:July:2026 05:34:23,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Warning 60%,Disk,24 Core,94.24 GB,449.86 GB,/home,179.94 GB,269.91 GB,"LinuxServerRootDiskSpace Usage 60% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 40% left)
  Available = 13.13GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
25:July:2026 05:34:23,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 65%,Disk,24 Core,94.24 GB,449.86 GB,/home,157.45 GB,292.41 GB,"LinuxServerRootDiskSpace Usage 65% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 35% left)
  Available = 13.13GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
25:July:2026 05:34:23,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 80%,Disk,24 Core,94.24 GB,449.86 GB,/home,89.97 GB,359.89 GB,"LinuxServerRootDiskSpace Usage 80% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 20% left)
  Available = 13.13GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
25:July:2026 05:34:51,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 50%,Disk,16 Core,64.00 GB,299.98 GB,F:,141.65 GB,158.33 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is above 50%
Used = 52.78%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
25:July:2026 05:35:43,InstanceDown,CA,192.168.1.176,Kafka-RupeeSeed-API,LAMA,Critical - Instance Down,Stoxkart,16 Core,78.49 GB,3.81 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.176",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.176 job:Kafka-RupeeSeed-API]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.176 job:Kafka-RupeeSeed-API] has been down for more than 1 minutes.
25:July:2026 05:35:43,InstanceDown,CA,192.168.1.141,Rupeeseed-DB-server,LAMA,Critical - Instance Down,Stoxkart-Moneywise,16 Core,94.24 GB,99.95 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.141",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.141 job:Rupeeseed-DB-server]  GroupName = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.141 job:Rupeeseed-DB-server] has been down for more than 1 minutes.
25:July:2026 05:35:43,InstanceDown,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical - Instance Down,Stoxkart,24 Core,94.24 GB,449.86 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.172",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed] has been down for more than 1 minutes.
25:July:2026 05:35:43,InstanceDown,CA,192.168.1.143,Stoxkart-RupeeSeed-Web-SRV,Product-team,Critical - Instance Down,Stoxkart-Moneywise,8 Core,31.26 GB,299.85 GB,N/A,N/A,N/A,"Instance Down - Group: Product-team, instance: 192.168.1.143",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.143 job:Stoxkart-RupeeSeed-Web-SRV]  GroupName = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.143 job:Stoxkart-RupeeSeed-Web-SRV] has been down for more than 1 minutes.
25:July:2026 05:35:43,InstanceDown,CA,192.168.176.153,Stoxkart-RupeeSeed-DR,LAMA,Critical - Instance Down,Stoxkart,8 Core,31.24 GB,299.85 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.176.153",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.153 job:Stoxkart-RupeeSeed-DR]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.153 job:Stoxkart-RupeeSeed-DR] has been down for more than 1 minutes.
25:July:2026 05:35:43,InstanceDown,CA,192.168.1.173,Stoxkart-RupeeSeed,LAMA,Critical - Instance Down,Stoxkart,8 Core,31.24 GB,299.85 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.173",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.173 job:Stoxkart-RupeeSeed]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.173 job:Stoxkart-RupeeSeed] has been down for more than 1 minutes.
25:July:2026 05:35:43,InstanceDown,CA,192.168.1.171,Rupeeseed-DB-server,LAMA,Critical - Instance Down,Stoxkart-Moneywise,16 Core,109.99 GB,99.95 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.171",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.171 job:Rupeeseed-DB-server]  GroupName = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.171 job:Rupeeseed-DB-server] has been down for more than 1 minutes.
25:July:2026 05:38:09,LinuxServerRootDiskSpace,CA,192.168.1.173,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,8 Core,31.24 GB,299.85 GB,/home,144.35 GB,155.50 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.173, Mountpoint: /home","Disk usage is above 50%
Used = 51.86%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.173 job:Stoxkart-RupeeSeed mountpoint:/home]"
25:July:2026 05:38:09,WindowsServerDiskSpaceUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 50%,Disk,36 Core,64.00 GB,600.00 GB,D:,288.24 GB,311.76 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.225, Drive: D:","Disk usage is above 50%
Used = 51.96%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS volume:D:]"
25:July:2026 05:40:43,InstanceDown,CA,192.168.1.143,Stoxkart-RupeeSeed-Web-SRV,Product-team,Critical - Instance Down,Stoxkart-Moneywise,8 Core,31.26 GB,299.85 GB,N/A,N/A,N/A,"Instance Down - Group: Product-team, instance: 192.168.1.143",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.143 job:Stoxkart-RupeeSeed-Web-SRV]  GroupName = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.143 job:Stoxkart-RupeeSeed-Web-SRV] has been down for more than 1 minutes.
25:July:2026 05:40:43,InstanceDown,CA,192.168.1.176,Kafka-RupeeSeed-API,LAMA,Critical - Instance Down,Stoxkart,16 Core,78.49 GB,3.81 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.176",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.176 job:Kafka-RupeeSeed-API]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.176 job:Kafka-RupeeSeed-API] has been down for more than 1 minutes.
25:July:2026 05:40:43,InstanceDown,CA,192.168.1.173,Stoxkart-RupeeSeed,LAMA,Critical - Instance Down,Stoxkart,8 Core,31.24 GB,299.85 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.173",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.173 job:Stoxkart-RupeeSeed]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.173 job:Stoxkart-RupeeSeed] has been down for more than 1 minutes.
25:July:2026 05:43:09,LinuxServerRootDiskSpace,CA,192.168.1.173,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,8 Core,31.24 GB,299.85 GB,/home,144.35 GB,155.50 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.173, Mountpoint: /home","Disk usage is above 50%
Used = 51.86%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.173 job:Stoxkart-RupeeSeed mountpoint:/home]"
25:July:2026 05:49:23,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 80%,Disk,24 Core,94.24 GB,449.86 GB,/home,89.97 GB,359.89 GB,"LinuxServerRootDiskSpace Usage 80% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 20% left)
  Available = 19.83GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
25:July:2026 05:53:09,WindowsServerDiskSpaceUsage,CA,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical 50%,Disk,24 Core,64.00 GB,600.00 GB,D:,271.86 GB,328.14 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.158, Drive: D:","Disk usage is above 50%
Used = 54.69%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.176.158 job:LAMA-Stoxkart-XTS volume:D:]"
25:July:2026 06:06:14,WindowsServerDiskSpaceUsage,CA,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,146.48 GB,146.48 GB,"Windows Server Disk Space Usage 50% - Group: Product-team, Instance: 192.168.1.161, Drive: D:","Disk usage is more than 50%
Free Space = 52.87GB
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect volume:D:]"
25:July:2026 06:13:09,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,23.32 GB,40.68 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 63.56%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
25:July:2026 06:23:13,InstanceDown,CA,192.168.1.202,MDS-Rupeeseed-,Product-team,Critical - Instance Down,Stoxkart,N/A,N/A,147.88 GB,N/A,N/A,N/A,"Instance Down - Group: Product-team, instance: 192.168.1.202",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:Product-team instance:192.168.1.202 job:MDS-Rupeeseed-(MDF)]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:Product-team instance:192.168.1.202 job:MDS-Rupeeseed-(MDF)] has been down for more than 1 minutes.
